simulated_k68_l500_26,simulated_k68_l500_30,simulated_k68_l500_34,simulated_k68_l500_43,simulated_k68_l500_44,simulated_k68_l500_46,simulated_k68_l500_50,simulated_k68_l500_52,simulated_k68_l500_54,simulated_k68_l500_56,simulated_k68_l500_57,simulated_k68_l500_58,simulated_k68_l500_60,simulated_k68_l500_61,simulated_k68_l500_62,simulated_k68_l500_63,simulated_k68_l500_64,simulated_k68_l500_66,simulated_k68_l500_68,simulated_k68_l500_70,simulated_k68_l500_72,simulated_k68_l500_76,simulated_k68_l500_77,simulated_k68_l500_78,simulated_k68_l500_80,simulated_k68_l500_81,simulated_k68_l500_82,simulated_k68_l500_84,simulated_k68_l500_85,simulated_k68_l500_86,simulated_k68_l500_88,simulated_k68_l500_89,simulated_k68_l500_90,simulated_k68_l500_92,simulated_k68_l500_93,simulated_k68_l500_94,simulated_k68_l500_96,simulated_k68_l500_99,simulated_k68_l500_100,simulated_k68_l500_101,simulated_k68_l500_102,simulated_k68_l500_103,simulated_k68_l500_104,simulated_k68_l500_105,simulated_k68_l500_106,simulated_k68_l500_108,simulated_k68_l500_110,simulated_k68_l500_111,simulated_k68_l500_112,simulated_k68_l500_114,simulated_k68_l500_116,simulated_k68_l500_117,simulated_k68_l500_118,simulated_k68_l500_119,simulated_k68_l500_120,simulated_k68_l500_122,simulated_k68_l500_123,simulated_k68_l500_124,simulated_k68_l500_125,simulated_k68_l500_126,simulated_k68_l500_127,simulated_k68_l500_128,simulated_k68_l500_129,simulated_k68_l500_130,simulated_k68_l500_131,simulated_k68_l500_132,simulated_k68_l500_133,simulated_k68_l500_134,MST_1,MST_2,MST_3,MST_4,MST_5,MST_6,MST_7,MST_8,MST_9,MST_10,MST_11,MST_12,MST_13,MST_14,MST_15,MST_16,MST_17,MST_18,MST_19,MST_20,MST_21,MST_22,MST_23,MST_24,MST_25,MST_26,MST_27,MST_28,MST_29,MST_30,MST_31,MST_32,MST_33,MST_34,MST_35,MST_36,MST_37,MST_38,MST_39,MST_40,MST_41,MST_42,MST_43,MST_44,MST_45,MST_46,MST_47,MST_48,MST_49,MST_50,MST_51,MST_52,MST_53,MST_54,MST_55,MST_56,MST_57,MST_58,MST_59,MST_60,MST_61,MST_62,MST_63,MST_64,MST_65,MST_66,MST_67,MST_68,MST_69,MST_70,SEQ_0,SEQ_1,SEQ_2,SEQ_3,SEQ_4,SEQ_5,SEQ_6,SEQ_7,SEQ_8,SEQ_9,SEQ_10,SEQ_11,SEQ_12,SEQ_13,SEQ_14,SEQ_15,SEQ_16,SEQ_17,SEQ_18,SEQ_19,SEQ_20,SEQ_21,SEQ_22,SEQ_23,SEQ_24,SEQ_25,SEQ_26,SEQ_27,SEQ_28,SEQ_29,SEQ_30,SEQ_31,SEQ_32,SEQ_33,SEQ_34,SEQ_35,SEQ_36,SEQ_37,SEQ_38,SEQ_39,SEQ_40,SEQ_41,SEQ_42,SEQ_43,SEQ_44,SEQ_45,SEQ_46,SEQ_47,SEQ_48,SEQ_49,SEQ_50,SEQ_51,SEQ_52,SEQ_53,SEQ_54,SEQ_55,SEQ_56,SEQ_57,SEQ_58,SEQ_59,SEQ_60,SEQ_61,SEQ_62,SEQ_63,SEQ_64,SEQ_65,SEQ_66,SEQ_67,SEQ_68
,,,,,,,,,,0.0,15.0,25.0,44.0,43.0,32.0,30.0,33.0,28.0,36.0,33.0,28.0,28.0,30.0,41.0,43.0,44.0,29.0,30.0,25.0,42.0,42.0,45.0,47.0,27.0,30.0,40.0,48.0,45.0,30.0,31.0,25.0,24.0,46.0,43.0,26.0,37.0,39.0,40.0,41.0,44.0,46.0,45.0,37.0,37.0,26.0,43.0,43.0,43.0,44.0,32.0,32.0,38.0,38.0,42.0,43.0,27.0,27.0,203.0,43.0,138.0,111.0,78.0,64.0,62.0,56.0,50.0,46.0,42.0,39.0,39.0,38.0,35.0,34.0,31.0,31.0,31.0,30.0,29.0,27.0,27.0,26.0,27.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,25.0,28.0,27.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,83.0,97.0,176.0,139.0,111.0,76.0,64.0,62.0,55.0,50.0,46.0,44.0,39.0,39.0,38.0,35.0,36.0,31.0,31.0,31.0,30.0,29.0,27.0,27.0,26.0,27.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,25.0,28.0,27.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,97.0
,,,,,,,,,,,0.0,28.0,43.0,42.0,31.0,29.0,32.0,25.0,35.0,32.0,27.0,27.0,29.0,42.0,42.0,43.0,28.0,29.0,24.0,41.0,41.0,44.0,46.0,26.0,29.0,39.0,47.0,44.0,29.0,30.0,24.0,23.0,45.0,42.0,23.0,36.0,38.0,39.0,40.0,43.0,45.0,44.0,34.0,34.0,23.0,44.0,44.0,42.0,43.0,31.0,31.0,37.0,37.0,41.0,42.0,24.0,24.0,205.0,40.0,139.0,110.0,79.0,65.0,59.0,53.0,47.0,45.0,41.0,38.0,38.0,37.0,34.0,33.0,30.0,30.0,30.0,29.0,28.0,26.0,26.0,25.0,26.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,26.0,24.0,27.0,26.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,82.0,96.0,176.0,140.0,110.0,78.0,65.0,59.0,53.0,47.0,45.0,43.0,38.0,38.0,37.0,34.0,35.0,30.0,30.0,30.0,29.0,28.0,26.0,26.0,25.0,26.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,26.0,24.0,27.0,26.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,96.0
,,,,,,,,,,,,0.0,47.0,44.0,9.0,7.0,30.0,17.0,33.0,32.0,23.0,27.0,29.0,40.0,42.0,41.0,24.0,23.0,18.0,43.0,43.0,46.0,44.0,22.0,25.0,39.0,47.0,44.0,29.0,30.0,16.0,17.0,43.0,40.0,15.0,32.0,34.0,35.0,40.0,41.0,45.0,44.0,32.0,32.0,15.0,42.0,42.0,40.0,41.0,31.0,31.0,33.0,33.0,41.0,42.0,16.0,16.0,204.0,44.0,137.0,105.0,70.0,56.0,49.0,42.0,34.0,30.0,29.0,30.0,30.0,29.0,26.0,25.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,23.0,26.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,26.0,24.0,27.0,26.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,77.0,94.0,177.0,137.0,105.0,68.0,55.0,49.0,41.0,34.0,31.0,31.0,30.0,30.0,29.0,26.0,27.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,23.0,26.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,26.0,24.0,27.0,26.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,94.0
,,,,,,,,,,,,,0.0,9.0,50.0,48.0,41.0,46.0,18.0,43.0,46.0,38.0,40.0,25.0,15.0,16.0,47.0,48.0,43.0,26.0,26.0,29.0,37.0,45.0,48.0,22.0,30.0,27.0,40.0,39.0,43.0,42.0,36.0,33.0,44.0,19.0,21.0,22.0,23.0,28.0,26.0,25.0,19.0,19.0,44.0,27.0,27.0,27.0,28.0,44.0,44.0,20.0,20.0,24.0,25.0,45.0,45.0,197.0,47.0,134.0,105.0,75.0,62.0,60.0,52.0,46.0,41.0,38.0,35.0,35.0,34.0,31.0,30.0,30.0,29.0,29.0,27.0,27.0,25.0,25.0,24.0,23.0,24.0,23.0,22.0,22.0,22.0,22.0,22.0,21.0,25.0,22.0,21.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,83.0,100.0,171.0,137.0,105.0,73.0,61.0,60.0,52.0,46.0,41.0,39.0,35.0,35.0,34.0,31.0,32.0,30.0,29.0,29.0,27.0,27.0,25.0,25.0,24.0,23.0,24.0,23.0,22.0,22.0,22.0,22.0,22.0,21.0,25.0,22.0,21.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,100.0
,,,,,,,,,,,,,,0.0,47.0,45.0,38.0,43.0,15.0,40.0,43.0,35.0,37.0,22.0,12.0,13.0,44.0,45.0,40.0,23.0,23.0,26.0,34.0,42.0,45.0,19.0,27.0,24.0,37.0,36.0,40.0,39.0,33.0,30.0,41.0,16.0,18.0,19.0,20.0,23.0,23.0,22.0,16.0,16.0,41.0,24.0,24.0,22.0,23.0,41.0,41.0,17.0,17.0,21.0,22.0,42.0,42.0,199.0,44.0,131.0,103.0,70.0,60.0,58.0,50.0,44.0,39.0,36.0,33.0,33.0,32.0,29.0,28.0,27.0,26.0,26.0,24.0,24.0,22.0,22.0,21.0,20.0,21.0,20.0,19.0,19.0,19.0,19.0,19.0,18.0,22.0,19.0,18.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,80.0,99.0,173.0,133.0,103.0,68.0,59.0,58.0,50.0,44.0,39.0,37.0,33.0,33.0,32.0,29.0,30.0,27.0,26.0,26.0,24.0,24.0,22.0,22.0,21.0,20.0,21.0,20.0,19.0,19.0,19.0,19.0,19.0,18.0,22.0,19.0,18.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,99.0
,,,,,,,,,,,,,,,0.0,10.0,33.0,20.0,36.0,35.0,24.0,30.0,32.0,43.0,45.0,44.0,25.0,26.0,21.0,46.0,46.0,49.0,47.0,23.0,26.0,42.0,50.0,47.0,30.0,33.0,19.0,20.0,46.0,43.0,18.0,35.0,37.0,38.0,43.0,44.0,48.0,47.0,35.0,35.0,18.0,45.0,45.0,43.0,44.0,32.0,32.0,36.0,36.0,44.0,45.0,17.0,17.0,198.0,47.0,135.0,104.0,73.0,59.0,52.0,44.0,37.0,33.0,32.0,33.0,33.0,32.0,29.0,28.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0,26.0,29.0,28.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,27.0,30.0,29.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,83.0,101.0,171.0,135.0,104.0,71.0,58.0,52.0,44.0,37.0,34.0,34.0,33.0,33.0,32.0,29.0,30.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0,26.0,29.0,28.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,27.0,30.0,29.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,101.0
,,,,,,,,,,,,,,,,0.0,31.0,18.0,34.0,33.0,24.0,28.0,30.0,41.0,43.0,42.0,25.0,24.0,19.0,44.0,44.0,47.0,45.0,23.0,26.0,40.0,48.0,45.0,30.0,31.0,17.0,18.0,44.0,41.0,16.0,33.0,35.0,36.0,41.0,42.0,46.0,45.0,33.0,33.0,16.0,43.0,43.0,41.0,42.0,32.0,32.0,34.0,34.0,42.0,43.0,17.0,17.0,200.0,45.0,139.0,108.0,73.0,59.0,52.0,44.0,35.0,31.0,30.0,31.0,31.0,30.0,27.0,26.0,25.0,25.0,25.0,26.0,25.0,25.0,25.0,24.0,27.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,25.0,28.0,27.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,80.0,97.0,173.0,139.0,108.0,71.0,58.0,52.0,44.0,35.0,32.0,32.0,31.0,31.0,30.0,27.0,28.0,25.0,25.0,25.0,26.0,25.0,25.0,25.0,24.0,27.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,25.0,28.0,27.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,97.0
,,,,,,,,,,,,,,,,,0.0,31.0,33.0,10.0,33.0,11.0,13.0,40.0,38.0,37.0,34.0,33.0,28.0,41.0,41.0,44.0,42.0,32.0,33.0,37.0,45.0,42.0,23.0,24.0,28.0,27.0,41.0,38.0,29.0,34.0,36.0,37.0,38.0,43.0,43.0,42.0,34.0,34.0,29.0,42.0,42.0,42.0,43.0,11.0,11.0,35.0,35.0,39.0,40.0,30.0,30.0,199.0,40.0,136.0,106.0,71.0,61.0,55.0,48.0,41.0,39.0,35.0,36.0,36.0,35.0,34.0,35.0,34.0,34.0,34.0,32.0,32.0,30.0,30.0,29.0,28.0,27.0,26.0,25.0,25.0,25.0,25.0,25.0,24.0,22.0,25.0,24.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,82.0,96.0,171.0,137.0,108.0,69.0,60.0,55.0,48.0,41.0,39.0,37.0,36.0,36.0,35.0,34.0,37.0,34.0,34.0,34.0,32.0,32.0,30.0,30.0,29.0,28.0,27.0,26.0,25.0,25.0,25.0,25.0,25.0,24.0,22.0,25.0,24.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,96.0
,,,,,,,,,,,,,,,,,,0.0,34.0,31.0,20.0,26.0,28.0,41.0,41.0,42.0,23.0,22.0,17.0,42.0,42.0,45.0,45.0,21.0,24.0,38.0,46.0,43.0,28.0,29.0,17.0,16.0,44.0,41.0,8.0,35.0,37.0,38.0,39.0,42.0,44.0,43.0,33.0,33.0,8.0,43.0,43.0,41.0,42.0,30.0,30.0,36.0,36.0,40.0,41.0,9.0,9.0,201.0,41.0,141.0,109.0,74.0,60.0,53.0,47.0,38.0,36.0,36.0,33.0,33.0,32.0,29.0,26.0,23.0,23.0,23.0,24.0,23.0,23.0,23.0,22.0,25.0,24.0,25.0,26.0,26.0,26.0,26.0,26.0,25.0,23.0,26.0,25.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,82.0,98.0,175.0,142.0,111.0,72.0,59.0,52.0,47.0,38.0,37.0,38.0,33.0,33.0,32.0,29.0,28.0,23.0,23.0,23.0,24.0,23.0,23.0,23.0,22.0,25.0,24.0,25.0,26.0,26.0,26.0,26.0,26.0,25.0,23.0,26.0,25.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,98.0
,,,,,,,,,,,,,,,,,,,0.0,33.0,36.0,28.0,30.0,9.0,13.0,14.0,37.0,36.0,31.0,14.0,14.0,17.0,25.0,35.0,38.0,10.0,18.0,15.0,30.0,29.0,31.0,30.0,24.0,21.0,32.0,3.0,5.0,6.0,11.0,16.0,16.0,15.0,3.0,3.0,32.0,11.0,11.0,15.0,16.0,34.0,34.0,4.0,4.0,12.0,13.0,33.0,33.0,206.0,37.0,140.0,110.0,73.0,59.0,51.0,43.0,34.0,29.0,26.0,23.0,23.0,22.0,19.0,18.0,17.0,17.0,17.0,15.0,15.0,13.0,13.0,12.0,11.0,12.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,13.0,10.0,9.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,76.0,95.0,180.0,142.0,110.0,71.0,58.0,51.0,43.0,34.0,29.0,27.0,23.0,23.0,22.0,19.0,19.0,17.0,17.0,17.0,15.0,15.0,13.0,13.0,12.0,11.0,12.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,13.0,10.0,9.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,95.0
,,,,,,,,,,,,,,,,,,,,0.0,33.0,11.0,13.0,40.0,38.0,37.0,34.0,33.0,28.0,41.0,41.0,44.0,44.0,32.0,33.0,37.0,45.0,42.0,23.0,24.0,28.0,27.0,43.0,40.0,29.0,34.0,36.0,37.0,38.0,43.0,43.0,42.0,34.0,34.0,29.0,42.0,42.0,42.0,43.0,9.0,9.0,35.0,35.0,39.0,40.0,30.0,30.0,201.0,40.0,136.0,108.0,73.0,63.0,57.0,50.0,43.0,41.0,37.0,36.0,36.0,35.0,34.0,35.0,34.0,34.0,34.0,32.0,32.0,30.0,30.0,29.0,28.0,27.0,26.0,25.0,25.0,25.0,25.0,25.0,24.0,22.0,25.0,24.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,81.0,96.0,172.0,137.0,110.0,71.0,62.0,57.0,50.0,43.0,41.0,39.0,36.0,36.0,35.0,34.0,37.0,34.0,34.0,34.0,32.0,32.0,30.0,30.0,29.0,28.0,27.0,26.0,25.0,25.0,25.0,25.0,25.0,24.0,22.0,25.0,24.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,96.0
,,,,,,,,,,,,,,,,,,,,,0.0,28.0,30.0,43.0,43.0,44.0,7.0,22.0,19.0,42.0,42.0,45.0,47.0,5.0,8.0,40.0,48.0,45.0,28.0,31.0,15.0,14.0,46.0,43.0,18.0,37.0,39.0,40.0,41.0,44.0,46.0,45.0,37.0,37.0,18.0,45.0,45.0,43.0,44.0,32.0,32.0,38.0,38.0,42.0,43.0,19.0,19.0,205.0,45.0,135.0,106.0,67.0,53.0,47.0,44.0,43.0,39.0,34.0,33.0,33.0,32.0,29.0,26.0,23.0,25.0,25.0,26.0,25.0,25.0,25.0,24.0,27.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,25.0,28.0,27.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,79.0,99.0,177.0,136.0,104.0,66.0,52.0,46.0,44.0,43.0,39.0,36.0,33.0,33.0,32.0,29.0,28.0,23.0,25.0,25.0,26.0,25.0,25.0,25.0,24.0,27.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,25.0,28.0,27.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,99.0
,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,35.0,33.0,34.0,29.0,28.0,23.0,36.0,36.0,39.0,39.0,27.0,30.0,31.0,40.0,37.0,18.0,19.0,23.0,22.0,38.0,35.0,24.0,29.0,31.0,32.0,32.0,38.0,38.0,37.0,29.0,29.0,24.0,37.0,37.0,37.0,38.0,12.0,12.0,30.0,30.0,33.0,34.0,25.0,25.0,204.0,35.0,138.0,107.0,74.0,58.0,50.0,43.0,36.0,34.0,30.0,30.0,30.0,29.0,27.0,28.0,29.0,29.0,29.0,27.0,27.0,25.0,25.0,24.0,23.0,22.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0,17.0,20.0,19.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,77.0,93.0,177.0,138.0,109.0,72.0,57.0,50.0,43.0,36.0,34.0,33.0,30.0,30.0,29.0,27.0,30.0,29.0,29.0,29.0,27.0,27.0,25.0,25.0,24.0,23.0,22.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0,17.0,20.0,19.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,93.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,37.0,35.0,36.0,31.0,30.0,25.0,38.0,38.0,41.0,41.0,29.0,32.0,33.0,42.0,39.0,20.0,21.0,25.0,24.0,40.0,37.0,26.0,31.0,33.0,34.0,34.0,40.0,40.0,39.0,31.0,31.0,26.0,39.0,39.0,39.0,40.0,14.0,14.0,32.0,32.0,35.0,36.0,27.0,27.0,204.0,37.0,138.0,109.0,76.0,60.0,52.0,45.0,38.0,36.0,32.0,32.0,32.0,31.0,29.0,30.0,31.0,31.0,31.0,29.0,29.0,27.0,27.0,26.0,25.0,24.0,23.0,22.0,22.0,22.0,22.0,22.0,21.0,19.0,22.0,21.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,78.0,93.0,177.0,138.0,111.0,74.0,59.0,52.0,45.0,38.0,36.0,35.0,32.0,32.0,31.0,29.0,32.0,31.0,31.0,31.0,29.0,29.0,27.0,27.0,26.0,25.0,24.0,23.0,22.0,22.0,22.0,22.0,22.0,21.0,19.0,22.0,21.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,93.0
,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,21.0,44.0,43.0,38.0,21.0,21.0,24.0,32.0,42.0,45.0,17.0,25.0,22.0,37.0,36.0,38.0,37.0,31.0,28.0,39.0,10.0,12.0,13.0,18.0,23.0,23.0,22.0,10.0,10.0,39.0,6.0,6.0,22.0,23.0,41.0,41.0,11.0,11.0,19.0,20.0,40.0,40.0,202.0,42.0,135.0,105.0,78.0,64.0,58.0,50.0,41.0,36.0,33.0,30.0,30.0,29.0,26.0,25.0,24.0,24.0,24.0,22.0,22.0,20.0,20.0,19.0,18.0,19.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,20.0,17.0,16.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,79.0,95.0,173.0,137.0,105.0,76.0,63.0,58.0,50.0,41.0,36.0,34.0,30.0,30.0,29.0,26.0,26.0,24.0,24.0,24.0,22.0,22.0,20.0,20.0,19.0,18.0,19.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,20.0,17.0,16.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,95.0
